tweet_id,retweet_count,fav_count
780496263422808064,4169,0
780476555013349377,132,0
780459368902959104,1190,5748
780192070812196864,2512,9476
780092040432480260,2578,0
780074436359819264,5601,13335
779834332596887552,7939,20703
779377524342161408,3489,9600
779124354206535695,20611,0
779123168116150273,4086,12834
779056095788752897,5075,16098
778990705243029504,8166,21780
778774459159379968,11160,0
778764940568104960,409,933
778748913645780993,1495,7504
778650543019483137,1676,6278
778624900596654080,1134,5059
778408200802557953,4874,14815
778396591732486144,13712,0
778383385161035776,1228,6351
778286810187399168,3702,11271
778039087836069888,2956,9201
778027034220126208,1817,7133
777953400541634568,3939,0
777885040357281792,1837,6903
777684233540206592,3290,12209
777641927919427584,4771,0
777621514455814149,2791,9517
777189768882946048,4833,15545
776819012571455488,15333,0
776813020089548800,1352,5308
776477788987613185,3139,9628
776249906839351296,10254,0
776218204058357768,17850,32592
776201521193218049,2815,10418
776113305656188928,4870,12750
776088319444877312,171,1994
775898661951791106,17294,0
775842724423557120,2999,12721
775733305207554048,4479,15027
775729183532220416,5118,14019
775364825476165632,3339,8070
775350846108426240,4382,11017
775085132600442880,5284,16881
774757898236878852,1972,9257
774639387460112384,1946,7287
774314403806253056,6237,23616
773985732834758656,4343,11654
773922284943896577,1928,6933
773704687002451968,1829,7146
773670353721753600,1447,5773
773547596996571136,6888,23924
773336787167145985,5697,0
773308824254029826,8333,25184
773247561583001600,3578,10178
773191612633579521,4589,10829
772877495989305348,4335,9314
772826264096874500,2593,8652
772615324260794368,3756,0
772581559778025472,1889,7017
772193107915964416,1545,6513
772152991789019136,1256,4093
772117678702071809,815,4061
772114945936949249,525,2934
772102971039580160,1031,4344
771908950375665664,2114,7119
771770456517009408,3789,13017
771500966810099713,2917,8953
771380798096281600,5697,11417
771171053431250945,8418,0
771136648247640064,3253,9962
771102124360998913,1601,6734
771014301343748096,1838,7450
771004394259247104,246,0
770787852854652928,1366,5370
770772759874076672,1574,5620
770743923962707968,50750,0
770655142660169732,1942,7936
770414278348247044,2295,6806
770293558247038976,1659,6749
770093767776997377,3388,0
770069151037685760,2565,8199
769940425801170949,10750,34076
769695466921623552,1855,6919
769335591808995329,8547,0
769212283578875904,1911,5840
768970937022709760,7285,15600
768909767477751808,3011,0
768855141948723200,994,4544
768609597686943744,1343,4462
768596291618299904,1417,5439
768554158521745409,6487,0
768473857036525572,3814,14718
768193404517830656,3939,11817
767884188863397888,1567,5141
767754930266464257,6007,17353
767500508068192258,2595,8088
767191397493538821,4251,13293
767122157629476866,3171,10936
766864461642756096,6302,0
766793450729734144,1516,5498
766714921925144576,427,2804
766693177336135680,877,4363
766423258543644672,1769,6513
766313316352462849,2100,7331
766078092750233600,2884,0
766069199026450432,970,4631
766008592277377025,551,4042
765719909049503744,2393,7813
765669560888528897,1357,5612
765395769549590528,3764,28479
765371061932261376,2390,7658
765222098633691136,3756,12570
764857477905154048,1962,6932
764259802650378240,1692,6543
763956972077010945,59,796
763837565564780549,4650,13653
763183847194451968,1650,5863
763167063695355904,3358,0
763103485927849985,2526,7952
762699858130116608,4027,13176
762471784394268675,7240,12202
762464539388485633,4679,11197
762316489655476224,1251,5218
762035686371364864,17333,34565
761976711479193600,2237,5845
761750502866649088,4384,0
761745352076779520,950,4603
761672994376806400,32254,53519
761599872357261312,1302,4461
761371037149827077,19872,0
761334018830917632,1607,5635
761292947749015552,1224,4829
761227390836215808,1714,5753
761004547850530816,3837,12175
760893934457552897,1075,4123
760656994973933572,2133,7131
760641137271070720,1434,5349
760539183865880579,4023,8191
760521673607086080,1549,4567
760290219849637889,12730,28917
760252756032651264,956,4253
760190180481531904,2009,6153
760153949710192640,37,0
759943073749200896,2317,6414
759923798737051648,6302,15858
759846353224826880,2201,7249
759793422261743616,2118,6441
759566828574212096,23472,0
759557299618865152,1303,5075
759447681597108224,2727,9187
759446261539934208,544,1805
759197388317847553,2151,6542
759159934323924993,1300,0
759099523532779520,4645,15686
759047813560868866,2235,7037
758854675097526272,990,3829
758828659922702336,4237,12058
758740312047005698,1769,6166
758474966123810816,1096,4118
758467244762497024,2465,5175
758405701903519748,2125,5605
758355060040593408,1198,3699
758099635764359168,11160,20740
758041019896193024,415,2929
757741869644341248,3595,7425
757729163776290825,8986,0
757725642876129280,1351,4887
757611664640446465,1238,4903
757597904299253760,322,0
757596066325864448,1173,4688
757400162377592832,7555,16360
757393109802180609,1929,6293
757354760399941633,1575,4868
756998049151549440,2202,6746
756939218950160384,2220,7166
756651752796094464,1463,5474
756526248105566208,4003,11234
756303284449767430,1196,4259
756288534030475264,19346,45892
756275833623502848,1697,6942
755955933503782912,3190,7911
755206590534418437,5950,17745
755110668769038337,12253,22879
754874841593970688,8876,0
754856583969079297,2785,7405
754747087846248448,577,2775
754482103782404096,2151,5711
754449512966619136,815,4041
754120377874386944,2579,8445
754011816964026368,3978,9490
753655901052166144,2414,6303
753420520834629632,3946,8527
753398408988139520,2116,6235
753375668877008896,2578,8205
753298634498793472,6390,0
753294487569522689,1153,3674
753039830821511168,23154,40010
753026973505581056,1077,4193
752932432744185856,7538,13610
752917284578922496,1735,7413
752701944171524096,3186,0
752682090207055872,1781,6475
752660715232722944,1742,4751
752568224206688256,2524,5984
752519690950500352,3793,7946
752334515931054080,1218,4115
752309394570878976,18424,0
752173152931807232,2042,6415
751950017322246144,1026,3319
751937170840121344,1483,5618
751830394383790080,2161,6248
751793661361422336,3229,6318
751598357617971201,3343,8505
751583847268179968,1232,4750
751538714308972544,1401,5418
751456908746354688,1097,3447
751251247299190784,6486,13474
751205363882532864,2020,6785
751132876104687617,1439,5479
750868782890057730,1536,5160
750719632563142656,5578,14229
750506206503038976,1269,4797
750429297815552001,4771,14188
750383411068534784,1256,4876
750381685133418496,35,737
750147208377409536,1067,3329
750132105863102464,1397,3904
750117059602808832,1431,4643
750101899009982464,930,3273
750086836815486976,600,2335
750071704093859840,3686,8437
750056684286914561,981,3368
750041628174217216,684,3417
750026558547456000,871,2919
750011400160841729,1004,3485
749996283729883136,888,3253
749981277374128128,2704,5501
749774190421639168,1444,5000
749417653287129088,1841,6558
749403093750648834,602,2819
749395845976588288,3817,9246
749317047558017024,2442,5898
749075273010798592,2286,6192
749064354620928000,1668,5145
749036806121881602,860,3327
748977405889503236,3756,11539
748932637671223296,2480,6288
748705597323898880,1040,2970
748699167502000129,1764,5091
748692773788876800,1464,4550
748575535303884801,2197,6522
748568946752774144,737,2338
748346686624440324,1364,5604
748337862848962560,4541,8254
748324050481647620,844,3982
748307329658011649,788,3945
748220828303695873,8578,15164
747963614829678593,2375,6234
747933425676525569,2807,7113
747885874273214464,1093,3166
747844099428986880,822,3013
747816857231626240,1283,5214
747651430853525504,173,1480
747648653817413632,6427,13835
747600769478692864,601,2492
747594051852075008,1162,3954
747512671126323200,1742,5959
747461612269887489,1139,4147
747439450712596480,2125,5831
747242308580548608,3169,0
747219827526344708,1737,5661
747204161125646336,1007,3625
747103485104099331,4404,10284
746906459439529985,328,3088
746872823977771008,2361,6420
746818907684614144,1889,5672
746790600704425984,1752,5213
746757706116112384,4273,10248
746726898085036033,1966,6476
746542875601690625,2051,5397
746521445350707200,1079,0
746507379341139972,1185,4967
746369468511756288,1808,6474
746131877086527488,2416,7383
746056683365994496,904,3797
745789745784041472,1170,4329
745712589599014916,2548,7470
745433870967832576,2788,7607
745422732645535745,2682,9185
745314880350101504,3048,7670
745074613265149952,3861,8378
745057283344719872,2507,7750
744995568523612160,692,3194
744971049620602880,2953,8422
744709971296780288,1702,5985
744334592493166593,2350,7229
744234799360020481,77168,127974
744223424764059648,409,1819
743980027717509120,1196,4436
743895849529389061,1050,3901
743835915802583040,2297,0
743609206067040256,1509,4794
743595368194129920,7204,19739
743545585370791937,1029,3764
743510151680958465,4052,8454
743253157753532416,1328,4515
743222593470234624,2091,6622
743210557239623680,1498,4101
742534281772302336,3884,7539
742528092657332225,2178,4746
742465774154047488,4243,7751
742423170473463808,4169,10534
742385895052087300,2173,7261
742161199639494656,1508,4632
742150209887731712,1710,5500
741793263812808706,1653,4859
741743634094141440,3025,8731
741438259667034112,915,3921
741303864243200000,3538,9376
741099773336379392,6054,10717
741067306818797568,3388,10072
740995100998766593,3025,6843
740711788199743490,1022,3640
740699697422163968,852,3026
740676976021798912,7461,19374
740373189193256964,14582,37091
740365076218183684,479,2649
740359016048689152,936,3517
740214038584557568,2153,7142
739979191639244800,6487,21307
739932936087216128,1179,4326
739844404073074688,932,4039
739623569819336705,1495,4068
739606147276148736,1809,5740
739544079319588864,23472,42484
739485634323156992,3218,7693
739238157791694849,50750,73166
738891149612572673,6,115
738885046782832640,1244,4019
738883359779196928,888,3565
738537504001953792,1710,5434
738402415918125056,932,3496
738184450748633089,1322,4610
738166403467907072,3733,9386
738156290900254721,721,2703
737826014890496000,1932,5623
737800304142471168,3781,10661
737678689543020544,1464,5384
737445876994609152,4874,11016
737322739594330112,881,3848
737310737551491075,8089,15656
736736130620620800,1900,4609
736392552031657984,8136,18941
736365877722001409,1363,4265
736225175608430592,3017,8680
736010884653420544,3246,8437
735991953473572864,1255,3837
735648611367784448,1196,4286
735635087207878657,2584,6607
735274964362878976,5545,13865
735256018284875776,965,3581
735137028879360001,1054,3336
734912297295085568,561,2915
